timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-05-16T00:00:00.000Z";"2024-05-16T23:59:59.999Z";"2024-05-16T12:31:00.000Z";"2024-05-16T17:39:00.000Z";"2781";66256.1118170564;66712.4293791061;64613.0560461696;65231.5803133093;31573077993.8;1285007856222.27;"2024-05-16T23:59:59.999Z"
"2024-05-15T00:00:00.000Z";"2024-05-15T23:59:59.999Z";"2024-05-15T23:44:00.000Z";"2024-05-15T00:49:00.000Z";"2781";61553.9898466732;66454.4499651706;61330.4087797256;66267.4914674742;39815167073.5;1305166889303.51;"2024-05-15T23:59:59.999Z"
"2024-05-14T00:00:00.000Z";"2024-05-14T23:59:59.999Z";"2024-05-14T00:38:00.000Z";"2024-05-14T14:20:00.000Z";"2781";62900.7740072673;63092.1251610829;61123.7665334497;61552.7901353372;28186271527.17;1212512959206.07;"2024-05-14T23:59:59.999Z"
"2024-05-13T00:00:00.000Z";"2024-05-13T23:59:59.999Z";"2024-05-13T16:29:00.000Z";"2024-05-13T03:22:00.000Z";"2781";61451.2185129853;63422.6603802151;60769.8406689419;62901.4474552226;27889181179.46;1239017433570.39;"2024-05-13T23:59:59.999Z"
"2024-05-12T00:00:00.000Z";"2024-05-12T23:59:59.999Z";"2024-05-12T16:22:00.000Z";"2024-05-12T07:35:00.000Z";"2781";60793.5020253167;61818.1548827464;60632.6024448204;61448.3946717975;13800459404.7;1210435745366.84;"2024-05-12T23:59:59.999Z"
"2024-05-11T00:00:00.000Z";"2024-05-11T23:59:59.999Z";"2024-05-11T15:19:00.000Z";"2024-05-11T11:18:00.000Z";"2781";60793.3570069146;61451.153731082;60492.6253742997;60793.7095993966;13842272967.56;1197453013828.78;"2024-05-11T23:59:59.999Z"
"2024-05-10T00:00:00.000Z";"2024-05-10T23:59:59.999Z";"2024-05-10T12:05:00.000Z";"2024-05-10T17:52:00.000Z";"2781";63055.1909954148;63446.742514866;60208.7815474421;60792.7767905692;27804954694.22;1197421098168.55;"2024-05-10T23:59:59.999Z"
"2024-05-09T00:00:00.000Z";"2024-05-09T23:59:59.999Z";"2024-05-09T22:53:00.000Z";"2024-05-09T11:05:00.000Z";"2781";61191.2005309392;63404.9153005351;60648.0754241275;63049.9592572275;25453338160.85;1241942293192.66;"2024-05-09T23:59:59.999Z"
"2024-05-08T00:00:00.000Z";"2024-05-08T23:59:59.999Z";"2024-05-08T04:22:00.000Z";"2024-05-08T23:24:00.000Z";"2781";62332.6425081457;62986.0842424385;60877.1275241843;61187.9414007209;26088172222.01;1205202182090.81;"2024-05-08T23:59:59.999Z"
"2024-05-07T00:00:00.000Z";"2024-05-07T23:59:59.999Z";"2024-05-07T08:38:00.000Z";"2024-05-07T23:58:00.000Z";"2781";63162.7633988645;64390.4567414101;62285.9791810284;62334.8183461472;25930730981.56;1227659657662.19;"2024-05-07T23:59:59.999Z"
"2024-05-06T00:00:00.000Z";"2024-05-06T23:59:59.999Z";"2024-05-06T08:46:00.000Z";"2024-05-06T19:17:00.000Z";"2781";64038.3135554184;65494.9017248;62746.2384545471;63161.9502576304;28697928697.49;1243984877329.17;"2024-05-06T23:59:59.999Z"
"2024-05-05T00:00:00.000Z";"2024-05-05T23:59:59.999Z";"2024-05-05T15:58:00.000Z";"2024-05-05T01:37:00.000Z";"2781";63892.4549874494;64610.8902147328;62955.3064762918;64031.1328085695;18296164805.46;1261203911121.78;"2024-05-05T23:59:59.999Z"
