timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-04-22T00:00:00.000Z";"2024-04-22T23:59:59.999Z";"2024-04-22T22:59:00.000Z";"2024-04-22T02:28:00.000Z";"2781";148.6093127546;158.3727065839;146.9916954396;157.0312257577;2959650502.38;70180765530.1;"2024-04-22T23:59:59.999Z"
"2024-04-21T00:00:00.000Z";"2024-04-21T23:59:59.999Z";"2024-04-21T03:13:00.000Z";"2024-04-21T16:42:00.000Z";"2781";151.1340836942;153.4222541075;147.1695198231;148.6093127546;2211663290.99;66417713293.19;"2024-04-21T23:59:59.999Z"
"2024-04-20T00:00:00.000Z";"2024-04-20T23:59:59.999Z";"2024-04-20T20:15:00.000Z";"2024-04-20T01:07:00.000Z";"2781";142.6784587894;152.099184143;140.0057102162;151.1335642137;2795892210.62;67528361463.63;"2024-04-20T23:59:59.999Z"
"2024-04-19T00:00:00.000Z";"2024-04-19T23:59:59.999Z";"2024-04-19T16:07:00.000Z";"2024-04-19T02:49:00.000Z";"2781";142.082397019;147.3337850501;128.8628308156;142.6804960383;5857667913.45;63751797974.9;"2024-04-19T23:59:59.999Z"
"2024-04-18T00:00:00.000Z";"2024-04-18T23:59:59.999Z";"2024-04-18T23:19:00.000Z";"2024-04-18T08:24:00.000Z";"2781";131.8671775095;143.7273608677;128.0767586523;142.082397019;4193561506.2;63485357601.24;"2024-04-18T23:59:59.999Z"
"2024-04-17T00:00:00.000Z";"2024-04-17T23:59:59.999Z";"2024-04-17T04:59:00.000Z";"2024-04-17T16:08:00.000Z";"2781";136.2791068591;142.6043900742;127.5289524047;131.8661773899;4888546522.48;58905554117.05;"2024-04-17T23:59:59.999Z"
"2024-04-16T00:00:00.000Z";"2024-04-16T23:59:59.999Z";"2024-04-16T01:36:00.000Z";"2024-04-16T16:23:00.000Z";"2781";138.5075688969;140.2783086126;126.8652810948;136.2793233476;5156084639.15;60879101842.83;"2024-04-16T23:59:59.999Z"
"2024-04-15T00:00:00.000Z";"2024-04-15T23:59:59.999Z";"2024-04-15T06:43:00.000Z";"2024-04-15T19:07:00.000Z";"2781";151.2994342421;155.9611649226;134.5725537286;138.5086276801;5699439233.75;61857236412.61;"2024-04-15T23:59:59.999Z"
"2024-04-14T00:00:00.000Z";"2024-04-14T23:59:59.999Z";"2024-04-14T23:22:00.000Z";"2024-04-14T03:16:00.000Z";"2781";139.3416872595;152.5010114495;131.2871726324;151.2849466411;7110974217.55;67565919330.09;"2024-04-14T23:59:59.999Z"
"2024-04-13T00:00:00.000Z";"2024-04-13T23:59:59.999Z";"2024-04-13T05:25:00.000Z";"2024-04-13T20:10:00.000Z";"2781";153.6344829001;154.9439562636;119.8333403765;139.3416872595;8976793984.58;62209618029.83;"2024-04-13T23:59:59.999Z"
"2024-04-12T00:00:00.000Z";"2024-04-12T23:59:59.999Z";"2024-04-12T06:04:00.000Z";"2024-04-12T18:37:00.000Z";"2781";172.576364761;175.8086349085;145.5163828498;153.6354718515;4727185450.57;68514901386.09;"2024-04-12T23:59:59.999Z"
"2024-04-11T00:00:00.000Z";"2024-04-11T23:59:59.999Z";"2024-04-11T18:43:00.000Z";"2024-04-11T11:59:00.000Z";"2781";173.4373601875;176.2355200022;170.3934260039;172.576364761;2712334365.08;76942708222.38;"2024-04-11T23:59:59.999Z"
"2024-04-10T00:00:00.000Z";"2024-04-10T23:59:59.999Z";"2024-04-10T22:38:00.000Z";"2024-04-10T12:41:00.000Z";"2781";172.4142648319;175.3226119742;163.8131318533;173.4373601875;3344074648.23;77297959814.53;"2024-04-10T23:59:59.999Z"
"2024-04-09T00:00:00.000Z";"2024-04-09T23:59:59.999Z";"2024-04-09T00:19:00.000Z";"2024-04-09T15:13:00.000Z";"2781";180.7795147602;180.8256817813;169.3677617896;172.4136164248;2688188865.68;76842591474.79;"2024-04-09T23:59:59.999Z"
"2024-04-08T00:00:00.000Z";"2024-04-08T23:59:59.999Z";"2024-04-08T09:38:00.000Z";"2024-04-08T03:13:00.000Z";"2781";179.6506914183;184.3028663064;175.5899774009;180.7847714952;2744377905.37;80549867853.55;"2024-04-08T23:59:59.999Z"
"2024-04-07T00:00:00.000Z";"2024-04-07T23:59:59.999Z";"2024-04-07T02:06:00.000Z";"2024-04-07T22:07:00.000Z";"2781";178.9153447838;182.538214522;177.0657895847;179.6498527519;1854793003.42;80048604596.75;"2024-04-07T23:59:59.999Z"
"2024-04-06T00:00:00.000Z";"2024-04-06T23:59:59.999Z";"2024-04-06T23:31:00.000Z";"2024-04-06T02:39:00.000Z";"2781";174.5015097894;179.697528544;173.8743059132;178.9153447838;4672922788.61;79602083518.2;"2024-04-06T23:59:59.999Z"
"2024-04-05T00:00:00.000Z";"2024-04-05T23:59:59.999Z";"2024-04-05T01:01:00.000Z";"2024-04-05T12:39:00.000Z";"2781";183.9581190076;184.9777881926;168.2360744088;174.5015097894;7398400404.29;77639578798.39;"2024-04-05T23:59:59.999Z"
"2024-04-04T00:00:00.000Z";"2024-04-04T23:59:59.999Z";"2024-04-04T18:05:00.000Z";"2024-04-04T04:26:00.000Z";"2781";185.2486039186;190.0696850848;180.5122944625;183.9581190076;4101220963.79;81848676449.44;"2024-04-04T23:59:59.999Z"
"2024-04-03T00:00:00.000Z";"2024-04-03T23:59:59.999Z";"2024-04-03T06:32:00.000Z";"2024-04-03T00:40:00.000Z";"2781";181.1727225989;191.6926728984;177.3955071733;185.2486039186;4160370221.42;82401380826.41;"2024-04-03T23:59:59.999Z"
"2024-04-02T00:00:00.000Z";"2024-04-02T23:59:59.999Z";"2024-04-02T00:00:00.000Z";"2024-04-02T13:43:00.000Z";"2781";192.5678236508;192.5694321078;176.1320815101;181.1722574827;4553269015.22;80589823339.92;"2024-04-02T23:59:59.999Z"
"2024-04-01T00:00:00.000Z";"2024-04-01T23:59:59.999Z";"2024-04-01T01:32:00.000Z";"2024-04-01T15:56:00.000Z";"2781";202.8744339989;204.1797657778;187.4888980119;192.5678236508;3872515434.01;85635905165.52;"2024-04-01T23:59:59.999Z"
"2024-03-31T00:00:00.000Z";"2024-03-31T23:59:59.999Z";"2024-03-31T23:58:00.000Z";"2024-03-31T03:20:00.000Z";"2781";194.375797898;203.0267870553;194.0353212305;202.874131194;2342185475.68;90192360865.17;"2024-03-31T23:59:59.999Z"
"2024-03-30T00:00:00.000Z";"2024-03-30T23:59:59.999Z";"2024-03-30T05:40:00.000Z";"2024-03-30T00:28:00.000Z";"2781";192.2278542586;199.7309416236;191.2167745878;194.3855423184;2999311845.75;86381585799.89;"2024-03-30T23:59:59.999Z"
"2024-03-29T00:00:00.000Z";"2024-03-29T23:59:59.999Z";"2024-03-29T23:25:00.000Z";"2024-03-29T10:07:00.000Z";"2781";189.6216335012;192.9698132311;183.6461580817;192.227955706;3031009580.49;85426393569.72;"2024-03-29T23:59:59.999Z"
"2024-03-28T00:00:00.000Z";"2024-03-28T23:59:59.999Z";"2024-03-28T23:22:00.000Z";"2024-03-28T03:45:00.000Z";"2781";186.361467314;190.8834698768;180.9976150687;189.6216335012;2910414255.51;84246500601.21;"2024-03-28T23:59:59.999Z"
"2024-03-27T00:00:00.000Z";"2024-03-27T23:59:59.999Z";"2024-03-27T01:15:00.000Z";"2024-03-27T16:16:00.000Z";"2781";190.6999853581;192.4965833717;180.4204444354;186.361467314;3844985014.18;82799408956.75;"2024-03-27T23:59:59.999Z"
"2024-03-26T00:00:00.000Z";"2024-03-26T23:59:59.999Z";"2024-03-26T07:31:00.000Z";"2024-03-26T17:17:00.000Z";"2781";189.083387541;196.2930411859;186.7528260582;190.6998650111;3520179570.59;84728545592.52;"2024-03-26T23:59:59.999Z"
"2024-03-25T00:00:00.000Z";"2024-03-25T23:59:59.999Z";"2024-03-25T17:16:00.000Z";"2024-03-25T01:01:00.000Z";"2781";183.5734516463;194.4302652045;181.2523511846;189.0835389952;4066489820.54;83987620158.75;"2024-03-25T23:59:59.999Z"
"2024-03-24T00:00:00.000Z";"2024-03-24T23:59:59.999Z";"2024-03-24T23:11:00.000Z";"2024-03-24T04:05:00.000Z";"2781";172.8978673329;186.6294245728;171.6737275536;183.5734516463;2661231892.98;81539943651.14;"2024-03-24T23:59:59.999Z"
"2024-03-23T00:00:00.000Z";"2024-03-23T23:59:59.999Z";"2024-03-23T14:38:00.000Z";"2024-03-23T03:38:00.000Z";"2781";174.3637086084;178.8001094295;171.0169698444;172.9022482533;2711581880.97;76777960668.96;"2024-03-23T23:59:59.999Z"
"2024-03-22T00:00:00.000Z";"2024-03-22T23:59:59.999Z";"2024-03-22T00:22:00.000Z";"2024-03-22T14:28:00.000Z";"2781";179.2398091874;181.3232397299;167.8778525683;174.3637086084;4150938142.38;77430916620.27;"2024-03-22T23:59:59.999Z"
"2024-03-21T00:00:00.000Z";"2024-03-21T23:59:59.999Z";"2024-03-21T00:52:00.000Z";"2024-03-21T20:06:00.000Z";"2781";191.5496193378;195.3061260617;176.2833179466;179.2207460832;5613811274.96;79575489104.09;"2024-03-21T23:59:59.999Z"
"2024-03-20T00:00:00.000Z";"2024-03-20T23:59:59.999Z";"2024-03-20T22:17:00.000Z";"2024-03-20T05:28:00.000Z";"2781";170.0162748715;192.9118194235;163.2962696776;191.5496193378;8673957460.22;85046806349.53;"2024-03-20T23:59:59.999Z"
"2024-03-19T00:00:00.000Z";"2024-03-19T23:59:59.999Z";"2024-03-19T00:22:00.000Z";"2024-03-19T22:31:00.000Z";"2781";195.9927520823;198.2410709;166.176735886;170.0162748715;11658593921.57;75466865630.06;"2024-03-19T23:59:59.999Z"
"2024-03-18T00:00:00.000Z";"2024-03-18T23:59:59.999Z";"2024-03-18T10:16:00.000Z";"2024-03-18T01:08:00.000Z";"2781";202.1226040964;209.6960618569;194.8494080814;195.9927520823;11137647409.7;86998068120.46;"2024-03-18T23:59:59.999Z"
"2024-03-17T00:00:00.000Z";"2024-03-17T23:59:59.999Z";"2024-03-17T22:46:00.000Z";"2024-03-17T07:40:00.000Z";"2781";181.8803407938;204.2925453175;179.2255970494;202.1235607856;10876218561.57;89697345896;"2024-03-17T23:59:59.999Z"
"2024-03-16T00:00:00.000Z";"2024-03-16T23:59:59.999Z";"2024-03-16T10:41:00.000Z";"2024-03-16T20:20:00.000Z";"2781";182.9675105582;197.6559970548;177.4612712147;181.8803407938;11794134069.35;80716457995.81;"2024-03-16T23:59:59.999Z"
"2024-03-15T00:00:00.000Z";"2024-03-15T23:59:59.999Z";"2024-03-15T19:17:00.000Z";"2024-03-15T09:11:00.000Z";"2781";176.6797551198;188.5013617708;165.4127201378;182.9646984744;14093348410.08;81165758924.9;"2024-03-15T23:59:59.999Z"
"2024-03-14T00:00:00.000Z";"2024-03-14T23:59:59.999Z";"2024-03-14T23:47:00.000Z";"2024-03-14T19:45:00.000Z";"2781";163.8399322101;177.8926276641;160.2335581511;176.6797551198;8399967971.85;78373508249.59;"2024-03-14T23:59:59.999Z"
"2024-03-13T00:00:00.000Z";"2024-03-13T23:59:59.999Z";"2024-03-13T21:58:00.000Z";"2024-03-13T04:25:00.000Z";"2781";151.0154447409;166.4487593107;148.9456190667;163.8398136601;5917471836.1;72668118573.65;"2024-03-13T23:59:59.999Z"
"2024-03-12T00:00:00.000Z";"2024-03-12T23:59:59.999Z";"2024-03-12T03:29:00.000Z";"2024-03-12T17:24:00.000Z";"2781";148.7496839667;154.9422949258;142.8701542239;151.0154447409;6413617982.8;66980515085.21;"2024-03-12T23:59:59.999Z"
"2024-03-11T00:00:00.000Z";"2024-03-11T23:59:59.999Z";"2024-03-11T12:33:00.000Z";"2024-03-11T01:47:00.000Z";"2781";144.5144865849;150.0179751634;137.6329868205;148.7509675632;5383624184.2;65976301021;"2024-03-11T23:59:59.999Z"
"2024-03-10T00:00:00.000Z";"2024-03-10T23:59:59.999Z";"2024-03-10T07:57:00.000Z";"2024-03-10T22:46:00.000Z";"2781";144.6073343293;148.6719276322;140.8399887147;144.5151840443;3407621981;64055231607.5;"2024-03-10T23:59:59.999Z"
"2024-03-09T00:00:00.000Z";"2024-03-09T23:59:59.999Z";"2024-03-09T07:10:00.000Z";"2024-03-09T17:23:00.000Z";"2781";145.2403203369;149.3512847988;144.2903691016;144.6072583841;2946261381.23;64096767397.98;"2024-03-09T23:59:59.999Z"
"2024-03-08T00:00:00.000Z";"2024-03-08T23:59:59.999Z";"2024-03-08T14:57:00.000Z";"2024-03-08T16:16:00.000Z";"2781";143.9772841739;152.4179239682;142.5361472664;145.240039143;5474659974.2;64360205716.59;"2024-03-08T23:59:59.999Z"
"2024-03-07T00:00:00.000Z";"2024-03-07T23:59:59.999Z";"2024-03-07T19:05:00.000Z";"2024-03-07T00:01:00.000Z";"2781";130.7420202634;149.2247287832;130.7017572272;143.9778597987;7111178325.47;63801239283.41;"2024-03-07T23:59:59.999Z"
"2024-03-06T00:00:00.000Z";"2024-03-06T23:59:59.999Z";"2024-03-06T08:26:00.000Z";"2024-03-06T03:01:00.000Z";"2781";125.6992138858;134.8106275504;120.3173346858;130.7420202634;5146680158.96;57850874885.99;"2024-03-06T23:59:59.999Z"
"2024-03-05T00:00:00.000Z";"2024-03-05T23:59:59.999Z";"2024-03-05T15:49:00.000Z";"2024-03-05T19:58:00.000Z";"2781";133.1593690284;142.6509352836;109.5387583745;125.7067098363;8980294607.31;55614018119.17;"2024-03-05T23:59:59.999Z"
"2024-03-04T00:00:00.000Z";"2024-03-04T23:59:59.999Z";"2024-03-04T09:56:00.000Z";"2024-03-04T18:01:00.000Z";"2781";130.4232339344;134.8741712278;127.7981398999;133.1945790626;4429758300.13;58914150625.05;"2024-03-04T23:59:59.999Z"
"2024-03-03T00:00:00.000Z";"2024-03-03T23:59:59.999Z";"2024-03-03T22:40:00.000Z";"2024-03-03T08:23:00.000Z";"2781";129.793386819;132.0627462785;125.7693275932;130.4508641103;2875614168.47;57782564591.67;"2024-03-03T23:59:59.999Z"
"2024-03-02T00:00:00.000Z";"2024-03-02T23:59:59.999Z";"2024-03-02T00:34:00.000Z";"2024-03-02T01:26:00.000Z";"2781";129.9823155952;131.4548696744;127.6808893218;129.7001744521;2741772676.36;57434332381.15;"2024-03-02T23:59:59.999Z"
"2024-03-01T00:00:00.000Z";"2024-03-01T23:59:59.999Z";"2024-03-01T05:01:00.000Z";"2024-03-01T00:00:00.000Z";"2781";125.6367040869;137.6018722479;125.6367040869;129.990397424;4743077737.54;57563108314.36;"2024-03-01T23:59:59.999Z"
"2024-02-29T00:00:00.000Z";"2024-02-29T23:59:59.999Z";"2024-02-29T14:34:00.000Z";"2024-02-29T00:30:00.000Z";"2781";118.2387447778;134.4657029944;117.6675177691;125.7115161308;6950123901.53;55633849061.16;"2024-02-29T23:59:59.999Z"
"2024-02-28T00:00:00.000Z";"2024-02-28T23:59:59.999Z";"2024-02-28T23:59:00.000Z";"2024-02-28T03:20:00.000Z";"2781";108.3992352381;118.0521972068;107.4608740766;118.0521972068;5029492552.73;52249842439.92;"2024-02-28T23:59:59.999Z"
"2024-02-27T00:00:00.000Z";"2024-02-27T23:59:59.999Z";"2024-02-27T01:50:00.000Z";"2024-02-27T16:12:00.000Z";"2781";109.9187877266;112.2047132401;105.8969310096;108.3880868229;2723995105.89;47942351648.22;"2024-02-27T23:59:59.999Z"
"2024-02-26T00:00:00.000Z";"2024-02-26T23:59:59.999Z";"2024-02-26T22:46:00.000Z";"2024-02-26T12:23:00.000Z";"2781";103.4507064766;110.5803543926;100.4552035941;109.9185298173;2334408023.08;48496288090.04;"2024-02-26T23:59:59.999Z"
"2024-02-25T00:00:00.000Z";"2024-02-25T23:59:59.999Z";"2024-02-25T02:13:00.000Z";"2024-02-25T10:32:00.000Z";"2781";104.1326684269;104.3299374243;102.1710313675;103.4534925489;909662461.95;45631391775.02;"2024-02-25T23:59:59.999Z"
"2024-02-24T00:00:00.000Z";"2024-02-24T23:59:59.999Z";"2024-02-24T22:14:00.000Z";"2024-02-24T01:55:00.000Z";"2781";99.9543755697;104.6453914727;98.585206723;104.1335234863;1083637513.88;45931500095.34;"2024-02-24T23:59:59.999Z"
"2024-02-23T00:00:00.000Z";"2024-02-23T23:59:59.999Z";"2024-02-23T06:56:00.000Z";"2024-02-23T16:22:00.000Z";"2781";101.674623541;103.02283463;98.9583537946;99.9546962833;1483285120.02;44076070574.79;"2024-02-23T23:59:59.999Z"
"2024-02-22T00:00:00.000Z";"2024-02-22T23:59:59.999Z";"2024-02-22T10:35:00.000Z";"2024-02-22T23:58:00.000Z";"2781";105.1203064697;106.9954071814;101.6424012828;101.6697900488;1830636003.79;44832523183.21;"2024-02-22T23:59:59.999Z"
"2024-02-21T00:00:00.000Z";"2024-02-21T23:59:59.999Z";"2024-02-21T00:00:00.000Z";"2024-02-21T18:31:00.000Z";"2781";108.4526691882;108.4526691882;100.4120195429;105.1252222633;2246861646.82;46343257302.27;"2024-02-21T23:59:59.999Z"
"2024-02-20T00:00:00.000Z";"2024-02-20T23:59:59.999Z";"2024-02-20T00:04:00.000Z";"2024-02-20T15:32:00.000Z";"2781";111.4834460858;112.0367413985;104.8902284239;108.4596378554;2656976088.9;47813443199.68;"2024-02-20T23:59:59.999Z"
"2024-02-19T00:00:00.000Z";"2024-02-19T23:59:59.999Z";"2024-02-19T15:27:00.000Z";"2024-02-19T10:29:00.000Z";"2781";112.1788227511;114.7179766139;111.0814155323;111.485331291;1898655220.07;49133757690.38;"2024-02-19T23:59:59.999Z"
"2024-02-18T00:00:00.000Z";"2024-02-18T23:59:59.999Z";"2024-02-18T17:38:00.000Z";"2024-02-18T02:58:00.000Z";"2781";108.987605942;114.0013804068;107.6067187744;112.1746725413;1516321333.97;49437771948.54;"2024-02-18T23:59:59.999Z"
"2024-02-17T00:00:00.000Z";"2024-02-17T23:59:59.999Z";"2024-02-17T00:52:00.000Z";"2024-02-17T14:38:00.000Z";"2781";110.4433025896;111.0730407153;106.1252219328;108.9840192889;1370606631.42;48018264807.22;"2024-02-17T23:59:59.999Z"
"2024-02-16T00:00:00.000Z";"2024-02-16T23:59:59.999Z";"2024-02-16T03:17:00.000Z";"2024-02-16T18:08:00.000Z";"2781";113.6730699583;114.2530926863;108.348725915;110.4459156679;1921299578.53;48651395018.09;"2024-02-16T23:59:59.999Z"
"2024-02-15T00:00:00.000Z";"2024-02-15T23:59:59.999Z";"2024-02-15T00:56:00.000Z";"2024-02-15T22:55:00.000Z";"2781";116.9853859789;118.3064922612;111.7758774889;113.6994088808;2471486177.97;50087587751.22;"2024-02-15T23:59:59.999Z"
"2024-02-14T00:00:00.000Z";"2024-02-14T23:59:59.999Z";"2024-02-14T14:52:00.000Z";"2024-02-14T01:46:00.000Z";"2781";112.5749696252;118.3277827099;110.8784737545;116.9763278186;2391239729.4;51168708471.08;"2024-02-14T23:59:59.999Z"
"2024-02-13T00:00:00.000Z";"2024-02-13T23:59:59.999Z";"2024-02-13T08:59:00.000Z";"2024-02-13T17:14:00.000Z";"2781";111.9772494402;114.8106484543;108.4937803024;112.5793045127;2709494768.19;49245695574.8;"2024-02-13T23:59:59.999Z"
"2024-02-12T00:00:00.000Z";"2024-02-12T23:59:59.999Z";"2024-02-12T23:56:00.000Z";"2024-02-12T11:23:00.000Z";"2781";107.49262721;112.0696636443;103.6092910822;111.9927489949;2650731894.32;48975434169.51;"2024-02-12T23:59:59.999Z"
"2024-02-11T00:00:00.000Z";"2024-02-11T23:59:59.999Z";"2024-02-11T12:35:00.000Z";"2024-02-11T23:46:00.000Z";"2781";109.1166753593;110.5568695229;107.35765278;107.4952864041;1370383842.92;47008921890.01;"2024-02-11T23:59:59.999Z"
"2024-02-10T00:00:00.000Z";"2024-02-10T23:59:59.999Z";"2024-02-10T04:02:00.000Z";"2024-02-10T00:00:00.000Z";"2781";106.9336623057;110.7427882935;106.9336623057;109.1314699236;1836561569.95;47692621210.13;"2024-02-10T23:59:59.999Z"
"2024-02-09T00:00:00.000Z";"2024-02-09T23:59:59.999Z";"2024-02-09T22:02:00.000Z";"2024-02-09T00:00:00.000Z";"2781";102.7901755349;108.9877231566;102.7901755349;106.9333353328;2852770180.11;46732145804.68;"2024-02-09T23:59:59.999Z"
"2024-02-08T00:00:00.000Z";"2024-02-08T23:59:59.999Z";"2024-02-08T16:02:00.000Z";"2024-02-08T07:56:00.000Z";"2781";100.9954998139;104.7980446568;100.5536978113;102.7856335304;2288429230.42;44903265383.78;"2024-02-08T23:59:59.999Z"
"2024-02-07T00:00:00.000Z";"2024-02-07T23:59:59.999Z";"2024-02-07T23:23:00.000Z";"2024-02-07T10:56:00.000Z";"2781";96.8618931413;101.2366005026;94.7202250538;100.9792765301;1733607188.81;44114747715.49;"2024-02-07T23:59:59.999Z"
"2024-02-06T00:00:00.000Z";"2024-02-06T23:59:59.999Z";"2024-02-06T20:43:00.000Z";"2024-02-06T11:04:00.000Z";"2781";95.5496147671;97.7907897317;93.2807391527;96.8610762768;1699997346.24;42251383320.5;"2024-02-06T23:59:59.999Z"
